,country_id,country_value,indicator_name,year,value,region,incomeLevel,lendingType,longitude,latitude
70,4E,East Asia & Pacific (excluding high income),Exports of goods and services (current US$),2025,,Aggregates,Aggregates,Aggregates,,
71,4E,East Asia & Pacific (excluding high income),Exports of goods and services (current US$),2024,5384630257903.61,Aggregates,Aggregates,Aggregates,,
72,4E,East Asia & Pacific (excluding high income),Exports of goods and services (current US$),2023,4986138164897.3,Aggregates,Aggregates,Aggregates,,
73,4E,East Asia & Pacific (excluding high income),Exports of goods and services (current US$),2022,5273235667330.34,Aggregates,Aggregates,Aggregates,,
74,4E,East Asia & Pacific (excluding high income),Exports of goods and services (current US$),2021,4900344679788.04,Aggregates,Aggregates,Aggregates,,
75,4E,East Asia & Pacific (excluding high income),Exports of goods and services (current US$),2020,3830189793755.46,Aggregates,Aggregates,Aggregates,,
76,4E,East Asia & Pacific (excluding high income),Exports of goods and services (current US$),2019,3859165048260.15,Aggregates,Aggregates,Aggregates,,
77,4E,East Asia & Pacific (excluding high income),Exports of goods and services (current US$),2018,3881217853154.79,Aggregates,Aggregates,Aggregates,,
78,4E,East Asia & Pacific (excluding high income),Exports of goods and services (current US$),2017,3543229128563.56,Aggregates,Aggregates,Aggregates,,
79,4E,East Asia & Pacific (excluding high income),Exports of goods and services (current US$),2016,3184875058854.76,Aggregates,Aggregates,Aggregates,,
80,T4,East Asia & Pacific (IDA & IBRD countries),Exports of goods and services (current US$),2025,,Aggregates,Aggregates,Aggregates,,
81,T4,East Asia & Pacific (IDA & IBRD countries),Exports of goods and services (current US$),2024,5377618134840.54,Aggregates,Aggregates,Aggregates,,
82,T4,East Asia & Pacific (IDA & IBRD countries),Exports of goods and services (current US$),2023,4979601974468.68,Aggregates,Aggregates,Aggregates,,
83,T4,East Asia & Pacific (IDA & IBRD countries),Exports of goods and services (current US$),2022,5266296571900.22,Aggregates,Aggregates,Aggregates,,
84,T4,East Asia & Pacific (IDA & IBRD countries),Exports of goods and services (current US$),2021,4893853806581.97,Aggregates,Aggregates,Aggregates,,
85,T4,East Asia & Pacific (IDA & IBRD countries),Exports of goods and services (current US$),2020,3825177284961.31,Aggregates,Aggregates,Aggregates,,
86,T4,East Asia & Pacific (IDA & IBRD countries),Exports of goods and services (current US$),2019,3854183225485.83,Aggregates,Aggregates,Aggregates,,
87,T4,East Asia & Pacific (IDA & IBRD countries),Exports of goods and services (current US$),2018,3876217916265.48,Aggregates,Aggregates,Aggregates,,
88,T4,East Asia & Pacific (IDA & IBRD countries),Exports of goods and services (current US$),2017,3538684711806.51,Aggregates,Aggregates,Aggregates,,
89,T4,East Asia & Pacific (IDA & IBRD countries),Exports of goods and services (current US$),2016,3180829502059.83,Aggregates,Aggregates,Aggregates,,
90,XC,Euro area,Exports of goods and services (current US$),2025,,Aggregates,Aggregates,Aggregates,,
91,XC,Euro area,Exports of goods and services (current US$),2024,8105847354423.04,Aggregates,Aggregates,Aggregates,,
92,XC,Euro area,Exports of goods and services (current US$),2023,7978037743949.34,Aggregates,Aggregates,Aggregates,,
93,XC,Euro area,Exports of goods and services (current US$),2022,7815450273992.55,Aggregates,Aggregates,Aggregates,,
94,XC,Euro area,Exports of goods and services (current US$),2021,7245619478850.78,Aggregates,Aggregates,Aggregates,,
95,XC,Euro area,Exports of goods and services (current US$),2020,5926775269616.62,Aggregates,Aggregates,Aggregates,,
96,XC,Euro area,Exports of goods and services (current US$),2019,6443247547680.73,Aggregates,Aggregates,Aggregates,,
97,XC,Euro area,Exports of goods and services (current US$),2018,6534860650692.68,Aggregates,Aggregates,Aggregates,,
98,XC,Euro area,Exports of goods and services (current US$),2017,5948409013130.16,Aggregates,Aggregates,Aggregates,,
99,XC,Euro area,Exports of goods and services (current US$),2016,5418277022825.19,Aggregates,Aggregates,Aggregates,,
